time,detector,speed,veh_count
2021-05-11 01:15:00,Chestnut_USD1-2-WB,13.0,2.0
2021-05-11 01:30:00,Chestnut_USD1-2-WB,10.0,1.0
2021-05-11 01:45:00,Chestnut_USD1-2-WB,7.666666666666667,3.0
2021-05-11 02:00:00,Chestnut_USD1-2-WB,13.0,1.0
2021-05-11 02:15:00,Chestnut_USD1-2-WB,16.0,1.0
2021-05-11 02:30:00,Chestnut_USD1-2-WB,11.5,2.0
2021-05-11 02:45:00,Chestnut_USD1-2-WB,0.0,1.0
2021-05-11 03:00:00,Chestnut_USD1-2-WB,7.0,3.0
2021-05-11 04:45:00,Chestnut_USD1-2-WB,14.0,1.0
2021-05-11 05:15:00,Chestnut_USD1-2-WB,12.5,2.0
2021-05-11 05:45:00,Chestnut_USD1-2-WB,0.0,1.0
2021-05-11 06:00:00,Chestnut_USD1-2-WB,14.0,1.0
2021-05-11 06:15:00,Chestnut_USD1-2-WB,10.0,2.0
2021-05-11 06:30:00,Chestnut_USD1-2-WB,8.0,2.0
2021-05-11 06:45:00,Chestnut_USD1-2-WB,22.0,4.0
2021-05-11 07:00:00,Chestnut_USD1-2-WB,4.6,5.0
2021-05-11 07:15:00,Chestnut_USD1-2-WB,20.5,2.0
2021-05-11 07:30:00,Chestnut_USD1-2-WB,5.0,10.0
2021-05-11 07:45:00,Chestnut_USD1-2-WB,8.333333333333334,9.0
2021-05-11 08:00:00,Chestnut_USD1-2-WB,10.11111111111111,9.0
2021-05-11 08:15:00,Chestnut_USD1-2-WB,4.8,10.0
2021-05-11 08:30:00,Chestnut_USD1-2-WB,8.125,8.0
2021-05-11 08:45:00,Chestnut_USD1-2-WB,10.461538461538462,13.0
2021-05-11 09:00:00,Chestnut_USD1-2-WB,11.0,7.0
2021-05-11 09:15:00,Chestnut_USD1-2-WB,15.4,5.0
2021-05-11 09:30:00,Chestnut_USD1-2-WB,12.5,6.0
